,name,conference,attendance,score,home,precipitation,snowfall,snow depth,max temp,min temp,avg wind speed,winner
0,Wisconsin Badgers,Big Ten,75136,23,1,0,0,0,80.96000000000001,66.02,20,Win
1,Nebraska Cornhuskers,Big Ten,77779,48,1,0,0,0,,,,Win
2,Ohio State Buckeyes,Big Ten,100037,45,1,0,0,0,89.96000000000001,69.08000000000001,,Win
3,NC State Wolfpack,ACC,47018,34,1,0,0,0,100.03999999999999,75.92,,Win
4,Texas Longhorns,Big 12,83051,27,1,0,0,0,,,,Win
5,Tennessee Volunteers,SEC,67221,47,1,0,0,0,,,,Win
6,Florida State Seminoles,ACC,79406,40,1,0,0,0,80.96000000000001,73.94,32,Win
7,Georgia Bulldogs,SEC,86520,31,1,0,0,0,73.94,66.92,45,Win
8,Nebraska Cornhuskers,Big Ten,77831,31,1,0,0,0,,,,Win
9,Michigan Wolverines,Big Ten,111491,31,1,0,0,0,84.02,59.0,,Win
10,Washington State Cougars,Pac-12,63588,31,1,0,0,0,80.06,44.96,17,Win
11,Oregon Ducks,Pac-12,56386,36,1,0,0,0,84.02,42.980000000000004,29,Win
12,Michigan State Spartans,Big Ten,73927,56,1,0,0,0,82.94,53.96,,Win
13,Marshall Thundering Herd,Conference USA,31042,50,1,0,0,0,78.98,62.06,,Win
14,South Carolina Gamecocks,SEC,83717,34,1,0,0,0,75.02,69.08000000000001,,Win
15,Texas A&M Aggies,SEC,75087,31,1,0,0,0,,,,Win
16,Penn State Nittany Lions,Big Ten,0,27,1,0,0,0,73.94,57.019999999999996,,Win
17,NC State Wolfpack,ACC,42507,34,1,0,0,0,69.98,62.96,,Win
18,Boston College Eagles,ACC,40066,24,1,0,0,0,,,,Win
19,Air Force Falcons,Mountain West,45114,52,1,0,0,0,,,,Win
20,Iowa Hawkeyes,Big Ten,51495,57,1,0,0,0,84.92,62.06,,Win
21,Alabama Crimson Tide,SEC,80091,39,1,0,0,0,87.98,71.06,19,Win
22,Iowa State Cyclones,Big 12,40026,45,1,0,0,0,82.94,55.94,23,Win
23,North Carolina Tar Heels,ACC,38000,21,1,0,0,0,68.0,64.94,,Lose
24,Purdue Boilermakers,Big Ten,47701,51,1,0,0,0,84.92,62.06,23,Win
25,BYU Cougars,FBS Independents,63085,35,1,0,0,0,82.03999999999999,62.96,,Win
26,Oklahoma Sooners,Big 12,75564,37,1,0,0,0,,,,Win
27,Tennessee Volunteers,SEC,107672,26,1,0,0,0,93.02,64.94,13,Win
28,Michigan Wolverines,Big Ten,107856,35,1,0,0,0,91.94,59.0,,Win
29,Ohio State Buckeyes,Big Ten,98689,51,1,0,0,0,95.0,57.92,,Win
30,Nebraska Cornhuskers,Big Ten,78176,44,1,0,0,0,,,,Win
31,Washington State Cougars,Pac-12,0,49,1,0,0,0,62.96,41.0,27,Win
32,Oregon Ducks,Pac-12,56357,28,1,0,0,0,71.96000000000001,42.980000000000004,24,Win
33,Washington Huskies,Pac-12,70147,34,1,0,0,0,69.08000000000001,53.96,26,Win
34,Michigan State Spartans,Big Ten,74014,27,1,0,0,0,87.98,53.06,,Win
35,Colorado Buffaloes,Pac-12,0,34,1,0,0,0,,,,Win
36,UCLA Bruins,Pac-12,58078,30,1,0,0,0,86.0,57.92,,Win
37,Pittsburgh Panthers,ACC,45489,12,1,0,0,0,,,,Lose
38,Navy Midshipmen,American,29613,19,1,0,0,0,80.06,78.98,,Lose
39,Virginia Cavaliers,ACC,60171,34,1,0,0,0,,,,Win
40,LSU Tigers,SEC,85022,35,1,0,0,0,80.96000000000001,73.94,28,Win
41,Wisconsin Badgers,Big Ten,76320,34,1,0,0,0,87.98,62.06,24,Win
42,Southern Mississippi Golden Eagles,Conference USA,22183,23,1,0,0,0,78.08000000000001,73.94,20,Win
43,Miami (OH) RedHawks,Mid-American,25934,24,1,0,0,0,,,,Lose
44,Ole Miss Rebels,SEC,54718,38,1,0,0,0,96.08,68.0,,Win
45,Clemson Tigers,ACC,71000,33,1,0,0,0,87.08000000000001,60.980000000000004,,Win
46,Northwestern Wildcats,Big Ten,21422,24,1,0,0,0,,,,Lose
47,Temple Owls,American,33169,21,1,0,0,0,86.0,66.92,,Lose
48,Oklahoma Sooners,Big 12,74468,68,1,0,0,0,,,,Win
49,North Carolina Tar Heels,ACC,60500,21,1,0,0,0,75.92,69.98,,Lose
50,Maryland Terrapins,Big Ten,51758,10,1,0,0,0,82.03999999999999,55.040000000000006,,Lose
51,Ohio State Buckeyes,Big Ten,104553,25,1,0,0,0,87.08000000000001,64.03999999999999,,Win
52,Penn State Nittany Lions,Big Ten,110753,40,1,0,0,0,82.03999999999999,57.019999999999996,,Win
53,South Carolina Gamecocks,SEC,84227,7,1,0,0,0,91.94,71.96000000000001,,Lose
54,Oregon Ducks,Pac-12,55187,58,1,0,0,0,71.06,51.980000000000004,43,Win
55,Michigan State Spartans,Big Ten,72634,22,1,0,0,0,82.03999999999999,50.0,,Lose
56,Colorado Buffaloes,Pac-12,53119,3,1,0,0,0,,,,Lose
57,NC State Wolfpack,ACC,51094,32,1,0,0,0,77.0,57.92,,Win
58,Wisconsin Badgers,Big Ten,77460,24,1,0,0,0,71.06,60.980000000000004,17,Win
59,Oklahoma State Cowboys,Big 12,43020,24,1,0,0,0,80.96000000000001,64.03999999999999,26,Lose
60,Colorado State Rams,Mountain West,31607,36,1,0,0,0,,,,Win
61,LSU Tigers,SEC,90010,33,1,0,0,0,93.92,75.02,24,Win
62,Clemson Tigers,ACC,0,24,1,0,0,0,78.98,66.92,,Win
63,Illinois Fighting Illini,Big Ten,46258,59,1,0,0,0,89.06,60.08,,Win
64,Auburn Tigers,SEC,76127,31,1,0,0,0,78.08000000000001,69.98,,Win
65,Northwestern Wildcats,Big Ten,22910,26,1,0,0,0,,,,Win
66,Ball State Cardinals,Mid-American,12924,23,1,0,0,0,,,,Win
67,Kent State Golden Flashes,Mid-American,8410,37,1,0,0,0,80.06,50.0,,Win
68,Louisiana Tech Bulldogs,Conference USA,18600,53,1,0,0,0,95.0,66.02,,Win
69,Marshall Thundering Herd,Conference USA,32900,26,1,0,0,0,82.03999999999999,64.94,,Win
70,Texas Longhorns,Big 12,82936,41,1,0,0,0,,,,Win
71,Tennessee Volunteers,SEC,108722,13,1,0,0,0,73.94,69.08000000000001,20,Lose
72,Florida State Seminoles,ACC,82397,48,1,0,0,0,93.02,73.94,31,Win
73,Texas A&M Aggies,SEC,83746,3,1,0,0,0,,,,Lose
74,Georgia Bulldogs,SEC,86520,45,1,0,0,0,80.06,69.98,25,Win
75,Oregon Ducks,Pac-12,56066,41,1,0,0,0,82.94,44.06,62,Win
76,Kansas State Wildcats,Big 12,49276,27,1,0,0,0,78.08000000000001,50.0,,Win
77,Michigan State Spartans,Big Ten,75182,17,1,0,0,0,78.08000000000001,59.0,,Lose
78,Washington Huskies,Pac-12,72898,38,1,0,0,0,73.94,50.0,10,Win
79,Michigan Wolverines,Big Ten,109734,10,1,0,0,0,80.06,60.08,,Win
80,Penn State Nittany Lions,Big Ten,103987,49,1,0,0,0,80.96000000000001,68.0,,Win
81,Washington State Cougars,Pac-12,23713,45,1,0,0,0,64.94,26.96,8,Win
82,Texas Tech Red Raiders,Big 12,35864,48,1,0,0,0,89.96000000000001,51.980000000000004,24,Lose
83,UCLA Bruins,Pac-12,63880,17,1,0,0,0,93.02,64.03999999999999,,Lose
84,Iowa State Cyclones,Big 12,44896,42,1,0,0,0,66.92,50.0,38,Win
85,Wisconsin Badgers,Big Ten,78582,31,1,0,0,0,69.08000000000001,51.980000000000004,26,Win
86,California Golden Bears,Pac-12,0,21,1,0,0,0,89.96000000000001,51.980000000000004,,Lose
87,Pittsburgh Panthers,ACC,32519,23,1,0,0,0,,,,Win
88,Navy Midshipmen,American,27012,40,1,0,0,0,84.92,66.92,,Lose
89,Ole Miss Rebels,SEC,50427,45,1,0,0,0,84.92,64.94,,Win
90,Army Black Knights,FBS Independents,28625,14,1,0,0,0,80.96000000000001,64.03999999999999,,Lose
91,New Mexico Lobos,Mountain West,35111,0,1,0,0,0,78.08000000000001,53.06,28,Lose
92,Oklahoma Sooners,Big 12,74432,31,1,0,0,0,,,,Win
93,Tulane Green Wave,American,46678,0,1,0,0,0,84.92,69.98,,Lose
94,Western Michigan Broncos,Mid-American,27218,0,1,0,0,0,71.96000000000001,51.980000000000004,24,Lose
95,Ohio State Buckeyes,Big Ten,104194,45,1,0,0,0,71.96000000000001,53.06,,Win
96,Georgia Bulldogs,SEC,86520,41,1,0,0,0,78.98,62.96,22,Win
97,Tennessee Volunteers,SEC,103925,35,1,0,0,0,80.06,64.94,38,Win
98,Penn State Nittany Lions,Big Ten,0,35,1,0,0,0,66.92,55.94,,Lose
99,Washington Huskies,Pac-12,70070,41,1,0,0,0,75.92,46.94,6,Win
100,Illinois Fighting Illini,Big Ten,69249,28,1,0,0,0,82.03999999999999,53.06,,Lose
101,California Golden Bears,Pac-12,29297,38,1,0,0,0,64.03999999999999,50.0,,Lose
102,NC State Wolfpack,ACC,51221,56,1,0,0,0,78.08000000000001,57.019999999999996,,Win
103,USC Trojans,Pac-12,56417,22,1,0,0,0,69.98,62.06,10,Win
104,Iowa State Cyclones,Big 12,51888,36,1,0,0,0,69.98,42.08,17,Win
105,LSU Tigers,SEC,90793,31,1,0,0,0,87.08000000000001,64.94,14,Win
106,Texas A&M Aggies,SEC,72802,31,1,0,0,0,,,,Win
107,Nevada Wolf Pack,Mountain West,19292,28,1,0,0,0,71.06,46.04,24,Lose
108,Boston College Eagles,ACC,41826,43,1,0,0,0,,,,Win
109,West Virginia Mountaineers,Big 12,54497,37,1,0,0,0,87.98,57.019999999999996,,Win
110,Navy Midshipmen,American,31647,17,1,0,0,0,80.06,71.06,,Lose
111,Florida Intl Golden Panthers,Conference USA,6084,27,1,0,0,0,89.96000000000001,77.0,24,Win
112,Army Black Knights,FBS Independents,31402,6,1,0,0,0,73.03999999999999,55.040000000000006,,Lose
113,Michigan State Spartans,Big Ten,74215,39,1,0,0,0,73.03999999999999,44.96,,Win
114,Fresno State Bulldogs,Mountain West,38336,32,1,0,0,0,84.92,50.0,,Win
115,Utah State Aggies,Mountain West,30341,34,1,0,0,0,38.3,32.72,,Lose
116,Texas Longhorns,Big 12,83116,17,1,0,0,0,,,,Win
117,Missouri Tigers,SEC,60578,24,1,0,0,0,69.98,42.980000000000004,31,Lose
118,Northwestern Wildcats,Big Ten,43489,16,1,0,0,0,,,,Lose
119,Ole Miss Rebels,SEC,61140,17,1,0,0,0,86.0,59.0,,Win
120,Alabama Crimson Tide,SEC,83818,25,1,0,0,0,89.96000000000001,71.96000000000001,8,Lose
121,Arizona Wildcats,Pac-12,47356,14,1,0,0,0,89.96000000000001,53.96,27,Lose
122,Tennessee Volunteers,SEC,105688,41,1,0,0,0,82.94,64.03999999999999,30,Win
123,Washington Huskies,Pac-12,71337,27,1,0,0,0,62.06,51.980000000000004,10,Lose
124,Colorado Buffaloes,Pac-12,52584,35,1,0,0,0,,,,Win
125,Washington State Cougars,Pac-12,36861,30,1,0,0,0,62.06,42.08,38,Win
126,Wisconsin Badgers,Big Ten,79403,31,1,0,0,0,59.0,42.08,29,Lose
127,LSU Tigers,SEC,91357,48,1,0,0,0,89.06,71.06,5,Win
128,Texas A&M Aggies,SEC,86478,47,1,0,0,0,,,,Lose
129,Iowa Hawkeyes,Big Ten,68249,31,1,0,0,0,66.02,37.94,,Win
130,Duke Blue Devils,ACC,17638,22,1,0,0,0,86.0,64.03999999999999,,Lose
131,Syracuse Orange,ACC,39947,24,1,0,0,0,75.92,53.96,52,Lose
132,West Virginia Mountaineers,Big 12,55146,17,1,0,0,0,80.96000000000001,57.019999999999996,,Lose
133,Nebraska Cornhuskers,Big Ten,77192,38,1,0,0,0,,,,Win
134,Georgia Southern Eagles,Sun Belt,15621,52,1,0,0,0,91.03999999999999,68.0,,Win
135,Buffalo Bulls,Mid-American,8112,17,1,0,0,0,68.0,48.019999999999996,58,Lose
136,Cincinnati Bearcats,American,31478,26,1,0,0,0,73.03999999999999,51.980000000000004,,Lose
137,South Carolina Gamecocks,SEC,80250,34,1,0,0,0,93.92,69.98,,Win
138,Kent State Golden Flashes,Mid-American,15337,21,1,0,0,0,80.96000000000001,53.96,,Lose
139,Ohio State Buckeyes,Big Ten,104892,50,1,0,0,0,71.96000000000001,57.019999999999996,,Win
140,Georgia Bulldogs,SEC,86520,18,1,0,0,0,84.02,62.96,9,Win
141,UCLA Bruins,Pac-12,68882,30,1,0,0,0,73.94,57.019999999999996,,Lose
142,Iowa State Cyclones,Big 12,51842,31,1,0,0,0,60.980000000000004,37.04,54,Win
143,Stanford Cardinal,Pac-12,30750,11,1,0,0,0,78.08000000000001,46.94,,Lose
144,Michigan Wolverines,Big Ten,111502,27,1,0,0,0,69.98,50.0,,Win
145,North Carolina Tar Heels,ACC,60250,17,1,0,0,0,71.96000000000001,64.94,,Lose
146,Iowa Hawkeyes,Big Ten,69021,44,1,0,0,0,77.0,50.0,,Win
147,Kansas State Wildcats,Big 12,48404,44,1,0,0,0,69.08000000000001,46.04,,Win
148,USC Trojans,Pac-12,63113,30,1,0,0,0,73.03999999999999,57.019999999999996,7,Win
149,Air Force Falcons,Mountain West,42214,52,1,0,0,0,,,,Win
150,Washington Huskies,Pac-12,71016,32,1,0,0,0,60.08,41.0,19,Win
151,Indiana Hoosiers,Big Ten,31156,32,1,0,0,0,69.08000000000001,51.980000000000004,18,Win
152,Auburn Tigers,SEC,84692,17,1,0,0,0,84.92,64.94,,Lose
153,Ole Miss Rebels,SEC,55204,52,1,0,0,0,69.98,55.040000000000006,,Win
154,Virginia Cavaliers,ACC,54114,22,1,0,0,0,,,,Win
155,Navy Midshipmen,American,25104,10,1,0,0,0,69.98,64.94,,Lose
156,Nebraska Cornhuskers,Big Ten,78014,24,1,0,0,0,,,,Win
157,Baylor Bears,Big 12,38673,0,1,0,0,0,84.92,62.96,45,Lose
158,Army Black Knights,FBS Independents,32454,27,1,0,0,0,57.92,51.980000000000004,,Lose
159,Boise State Broncos,Mountain West,30924,67,1,0,0,0,69.98,44.06,26,Win
160,Oklahoma Sooners,Big 12,75201,49,1,0,0,0,,,,Win
161,Virginia Tech Hokies,ACC,64907,35,1,0,0,0,57.92,30.92,,Win
162,Wisconsin Badgers,Big Ten,79729,14,1,0,0,0,42.980000000000004,33.08,34,Lose
163,Georgia Bulldogs,SEC,86520,48,1,0,0,0,69.98,42.08,5,Win
164,Oregon Ducks,Pac-12,56432,42,1,0,0,0,69.98,48.019999999999996,23,Lose
165,Air Force Falcons,Mountain West,56409,14,1,0,0,0,57.92,28.94,,Lose
166,Kansas State Wildcats,Big 12,50659,14,1,0,0,0,73.03999999999999,42.08,,Lose
167,Purdue Boilermakers,Big Ten,62414,21,1,0,0,0,57.92,35.06,39,Lose
168,NC State Wolfpack,ACC,51500,24,1,0,0,0,66.02,39.019999999999996,,Win
169,LSU Tigers,SEC,91340,38,1,0,0,0,84.02,62.96,34,Win
170,Indiana Hoosiers,Big Ten,33458,8,1,0,0,0,57.92,39.019999999999996,31,Lose
171,USC Trojans,Pac-12,52961,41,1,0,0,0,71.96000000000001,55.94,9,Win
172,Penn State Nittany Lions,Big Ten,108853,49,1,0,0,0,53.06,33.98,,Win
173,Alabama Crimson Tide,SEC,83818,42,1,0,0,0,75.02,50.0,16,Win
174,Colorado Buffaloes,Pac-12,46281,34,1,0,0,0,,,,Win
175,Bowling Green Falcons,Mid-American,15169,48,1,0,0,0,55.94,39.92,,Win
176,Boston College Eagles,ACC,41322,46,1,0,0,0,,,,Win
177,Virginia Cavaliers,ACC,55648,37,1,0,0,0,,,,Win
178,West Virginia Mountaineers,Big 12,45088,34,1,0,0,0,55.94,37.04,,Win
179,Middle Tennessee Blue Raiders,Conference USA,9726,48,1,0,0,0,69.98,50.0,,Win
180,Michigan State Spartans,Big Ten,74232,7,1,0,0,0,53.06,37.04,,Lose
181,Oklahoma State Cowboys,Big 12,45017,24,1,0,0,0,63.68000000000001,48.2,41,Win
182,Buffalo Bulls,Mid-American,9213,0,1,0,0,0,60.08,44.06,76,Lose
183,Fresno State Bulldogs,Mountain West,37615,21,1,0,0,0,64.03999999999999,46.94,,Lose
184,West Virginia Mountaineers,Big 12,56817,23,1,0,0,0,60.980000000000004,53.06,,Lose
185,Virginia Tech Hokies,ACC,64937,20,1,0,0,0,48.92,44.96,,Win
186,Ohio State Buckeyes,Big Ten,105103,13,1,0,0,0,53.06,46.04,,Win
187,Kentucky Wildcats,SEC,71017,24,1,0,0,0,57.92,51.08,18,Lose
188,Florida State Seminoles,ACC,84106,24,1,0,0,0,75.92,66.92,11,Lose
189,Texas Longhorns,Big 12,83071,21,1,0,0,0,,,,Win
190,Michigan Wolverines,Big Ten,111496,9,1,0,0,0,48.92,41.0,,Lose
191,Arizona Wildcats,Pac-12,46462,13,1,0,0,0,66.02,51.980000000000004,27,Lose
192,Auburn Tigers,SEC,85366,31,1,0,0,0,66.92,60.980000000000004,,Win
193,Oregon Ducks,Pac-12,56754,33,1,0,0,0,59.0,26.96,16,Lose
194,Tennessee Volunteers,SEC,107722,14,1,0,0,0,64.94,59.0,17,Lose
195,Baylor Bears,Big 12,20247,10,1,0,0,0,60.08,51.980000000000004,42,Lose
196,Colorado Buffaloes,Pac-12,50478,37,1,0,0,0,,,,Win
197,Wyoming Cowboys,Mountain West,15022,34,1,0,0,0,51.08,19.939999999999998,35,Win
198,Arizona State Sun Devils,Pac-12,56101,27,1,0,0,0,73.03999999999999,53.06,,Win
199,Bowling Green Falcons,Mid-American,21039,38,1,0,0,0,48.019999999999996,39.019999999999996,,Win
200,Northwestern Wildcats,Big Ten,30158,13,1,0,0,0,,,,Lose
201,Pittsburgh Panthers,ACC,45060,19,1,0,0,0,,,,Win
202,Duke Blue Devils,ACC,23521,12,1,0,0,0,53.06,48.92,,Lose
203,Buffalo Bulls,Mid-American,5102,12,1,0,0,0,48.92,44.06,27,Lose
204,Army Black Knights,FBS Independents,35804,26,1,0,0,0,50.0,41.0,,Lose
205,Central Michigan Chippewas,Mid-American,14564,18,1,0,0,0,39.92,32.0,,Lose
206,Liberty Flames,FBS Independents,6165,14,0,0,0,0,51.980000000000004,50.0,,Lose
207,Western Michigan Broncos,Mid-American,15049,20,1,0,0,0,48.019999999999996,41.0,23,Lose
208,Rutgers Scarlet Knights,Big Ten,0,17,1,0,0,0,,,,Lose
209,Oklahoma Sooners,Big 12,75403,27,1,0,0,0,,,,Win
210,Virginia Tech Hokies,ACC,64971,21,1,0,0,0,48.019999999999996,28.94,,Lose
211,Ohio State Buckeyes,Big Ten,104897,34,1,0,0,0,48.92,26.96,,Win
212,Nebraska Cornhuskers,Big Ten,78268,24,1,0,0,0,,,,Lose
213,Washington State Cougars,Pac-12,37444,44,1,0,0,0,39.92,19.04,33,Win
214,Iowa Hawkeyes,Big Ten,70397,20,1,0,0,0,46.94,24.08,,Win
215,NC State Wolfpack,ACC,51500,17,1,0,0,0,51.980000000000004,35.96,,Lose
216,Vanderbilt Commodores,SEC,36407,8,1,0,0,0,,,,Lose
217,Kansas Jayhawks,Big 12,43000,0,1,0,0,0,39.019999999999996,35.96,18,Lose
218,Michigan Wolverines,Big Ten,111542,49,1,0,0,0,42.08,28.94,,Win
219,Oregon Ducks,Pac-12,56436,41,1,0,0,0,55.040000000000006,17.06,19,Win
220,Penn State Nittany Lions,Big Ten,105589,18,1,0,0,0,42.980000000000004,30.02,,Win
221,Kent State Golden Flashes,Mid-American,7165,14,1,0,0,0,39.019999999999996,28.94,,Lose
222,Iowa State Cyclones,Big 12,44339,42,1,0,0,0,46.04,19.939999999999998,38,Win
223,South Carolina Gamecocks,SEC,83918,10,1,0,0,0,66.92,39.92,,Lose
224,Duke Blue Devils,ACC,16479,31,1,0,0,0,53.96,32.0,,Lose
225,Northwestern Wildcats,Big Ten,25077,41,1,0,0,0,,,,Win
226,Ole Miss Rebels,SEC,60635,24,1,0,0,0,53.96,33.08,,Lose
227,Texas A&M Aggies,SEC,84036,30,1,0,0,0,,,,Win
228,Tennessee Volunteers,SEC,107745,3,1,0,0,0,69.08000000000001,39.92,41,Lose
229,Purdue Boilermakers,Big Ten,65250,6,1,0,0,0,66.02,55.040000000000006,65,Lose
230,Texas Longhorns,Big 12,83016,41,1,0,0,0,,,,Win
231,Washington State Cougars,Pac-12,37600,32,1,0,0,0,46.94,37.94,47,Win
232,Iowa Hawkeyes,Big Ten,68728,62,1,0,0,0,66.92,39.92,,Win
233,Georgia Bulldogs,SEC,86520,31,1,0,0,0,73.94,60.08,36,Win
234,Syracuse Orange,ACC,48239,50,1,0,0,0,66.02,53.06,45,Win
235,Stanford Cardinal,Pac-12,44950,17,1,0,0,0,62.96,48.019999999999996,,Lose
236,Alabama Crimson Tide,SEC,83818,28,1,0,0,0,77.0,55.94,40,Win
237,Kansas State Wildcats,Big 12,49504,58,1,0,0,0,68.0,44.06,,Win
238,Maryland Terrapins,Big Ten,52915,24,1,0,0,0,60.980000000000004,35.96,,Win
239,Kentucky Wildcats,SEC,66262,30,1,0,0,0,68.0,51.08,72,Lose
240,Georgia Tech Yellow Jackets,ACC,43719,13,1,0,0,0,,,,Lose
241,Missouri Tigers,SEC,48465,35,1,0,0,0,71.06,55.040000000000006,63,Lose
242,Penn State Nittany Lions,Big Ten,108698,35,1,0,0,0,64.03999999999999,37.94,,Win
243,Northern Illinois Huskies,Mid-American,25822,26,1,0,0,0,64.03999999999999,42.08,,Win
244,Pittsburgh Panthers,ACC,39880,29,1,0,0,0,,,,Win
245,Vanderbilt Commodores,SEC,28881,17,1,0,0,0,,,,Lose
246,Arizona State Sun Devils,Pac-12,40769,38,1,0,0,0,82.94,57.019999999999996,,Lose
247,North Carolina Tar Heels,ACC,42000,12,1,0,0,0,66.02,35.06,,Lose
248,UMass Minutemen,FBS Independents,3686,14,0,0,0,0,,,,Lose
249,Illinois Fighting Illini,Big Ten,58810,16,1,0,0,0,39.92,30.02,,Lose
250,Baylor Bears,Big 12,28375,9,1,0,0,0,60.980000000000004,41.0,46,Lose
251,Texas Tech Red Raiders,Big 12,52047,42,1,0,0,0,57.019999999999996,30.92,43,Win
252,Auburn Tigers,SEC,86063,21,1,0,0,0,60.08,41.0,,Lose
253,USC Trojans,Pac-12,73923,34,1,0,0,0,75.02,51.980000000000004,,Win
254,LSU Tigers,SEC,92012,0,1,0,0,0,62.06,37.04,18,Lose
255,Kansas State Wildcats,Big 12,52221,49,1,0,0,0,60.980000000000004,24.98,,Win
256,Michigan Wolverines,Big Ten,110412,21,1,0,10,0,33.98,28.04,,Win
257,Florida State Seminoles,ACC,81910,40,1,0,0,0,64.03999999999999,51.08,34,Win
258,Indiana Hoosiers,Big Ten,0,25,1,0,0,0,37.94,32.0,45,Lose
259,Colorado Buffaloes,Pac-12,48728,41,1,0,0,0,57.92,35.96,,Win
260,Clemson Tigers,ACC,72000,12,1,0,0,0,55.040000000000006,46.04,,Lose
261,San Diego State Aztecs,Mountain West,21714,21,1,0,0,0,71.96000000000001,51.980000000000004,15,Lose
262,Virginia Cavaliers,ACC,53371,14,1,0,0,0,,,,Win
263,Oregon Ducks,Pac-12,57112,14,1,0,0,0,59.0,33.98,41,Lose
264,Boston College Eagles,ACC,36221,41,1,0,0,0,,,,Win
265,Navy Midshipmen,American,25664,0,1,0,0,0,53.06,42.980000000000004,,Lose
266,Troy Trojans,Sun Belt,0,16,1,0,0,0,60.980000000000004,42.08,45,Lose
267,Wyoming Cowboys,Mountain West,10611,18,1,0,0,0,44.06,19.939999999999998,88,Lose
268,Michigan State Spartans,Big Ten,72828,42,1,0,0,0,35.06,21.02,,Lose
269,Mississippi State Bulldogs,SEC,54807,17,1,0,0,0,64.03999999999999,42.08,,Lose
270,Central Michigan Chippewas,Mid-American,8235,21,1,0,0,0,33.98,21.92,,Lose
271,Ohio State Buckeyes,Big Ten,105539,14,1,0,0,0,39.92,30.92,,Win
272,Washington State Cougars,Pac-12,37600,26,1,0,0,0,44.06,35.96,42,Lose
273,Oklahoma Sooners,Big 12,75553,60,1,0,0,0,,,,Win
274,UCLA Bruins,Pac-12,91084,21,1,0,0,0,71.06,51.980000000000004,,Lose
275,Alabama Crimson Tide,SEC,84818,7,1,0,0,0,57.019999999999996,30.02,2,Lose
276,Missouri Tigers,SEC,47507,0,1,0,0,0,55.040000000000006,28.94,34,Lose
277,NC State Wolfpack,ACC,51500,17,1,0,0,0,48.92,33.08,,Win
278,Penn State Nittany Lions,Big Ten,0,61,1,0,0,0,44.96,30.02,,Win
279,Virginia Cavaliers,ACC,58358,48,1,0,0,0,,,,Win
280,Colorado State Rams,Mountain West,30215,22,1,0,0,0,,,,Win
281,LSU Tigers,SEC,91613,14,1,0,0,0,69.98,37.04,24,Win
282,East Carolina Pirates,American,23189,31,1,0,0,0,51.980000000000004,35.96,,Win
283,Nevada Wolf Pack,Mountain West,20247,7,1,0,0,0,62.06,37.04,19,Lose
284,Northwestern Wildcats,Big Ten,25134,24,1,0,0,0,,,,Lose
285,Duke Blue Devils,ACC,33002,21,1,0,0,0,53.06,30.02,,Lose
286,UMass Minutemen,FBS Independents,2501,48,0,0,0,0,,,,Win
287,Air Force Falcons,Mountain West,31023,34,1,0,0,0,,,,Lose
288,Northern Illinois Huskies,Mid-American,20154,30,1,0,0,0,35.96,26.060000000000002,,Lose
289,Wisconsin Badgers,Big Ten,78843,49,1,0,0,0,46.04,32.0,39,Win
290,Vanderbilt Commodores,SEC,47210,0,1,0,0,0,,,,Lose
291,Miami (OH) RedHawks,Mid-American,7962,31,1,0,0,0,,,,Lose
292,Louisville Cardinals,ACC,35261,41,1,0,0,0,51.980000000000004,28.94,32,Win
293,Ball State Cardinals,Mid-American,7957,41,1,0,0,0,,,,Win
294,Texas Longhorns,Big 12,83711,50,1,0,0,0,,,,Win
295,Nebraska Cornhuskers,Big Ten,77804,13,1,0,0,0,,,,Lose
296,Arizona Wildcats,Pac-12,47005,20,1,0,0,0,69.08000000000001,51.08,54,Lose
297,Syracuse Orange,ACC,45679,7,1,0,20,0,44.06,30.02,54,Lose
298,Oklahoma State Cowboys,Big 12,48500,38,1,0,0,0,50.0,24.439999999999998,41,Win
299,Georgia Bulldogs,SEC,86520,51,1,0,0,0,60.980000000000004,42.980000000000004,55,Win
300,USC Trojans,Pac-12,91432,44,1,0,0,0,66.02,48.019999999999996,5,Win
301,Hawai'i Rainbow Warriors,Mountain West,50000,16,1,0,0,0,80.06,64.03999999999999,,Lose
302,Florida State Seminoles,ACC,83938,31,1,0,0,0,57.019999999999996,33.08,27,Win
303,Colorado State Rams,Mountain West,28877,33,1,0,0,0,44.06,24.08,,Lose
304,Pittsburgh Panthers,ACC,66731,17,1,0,0,0,,,,Lose
305,Virginia Tech Hokies,ACC,65097,21,1,0,0,0,46.94,23.0,,Win
306,Maryland Terrapins,Big Ten,39066,32,1,0,0,0,46.04,28.94,,Win
307,Boston College Eagles,ACC,33786,44,1,0,0,0,,,,Win
308,Tennessee Volunteers,SEC,105462,24,1,0,0,0,57.019999999999996,30.02,75,Win
309,Georgia Southern Eagles,Sun Belt,7395,34,1,0,0,0,62.96,37.04,,Win
310,Appalachian State Mountaineers,Sun Belt,4311,13,1,0,0,0,46.04,24.08,,Lose
311,Cincinnati Bearcats,American,9606,31,1,0,0,0,53.96,30.92,,Win
312,New Mexico Lobos,Mountain West,26115,49,1,0,0,0,55.94,30.92,25,Win
313,Western Kentucky Hilltoppers,Conference USA,3300,59,1,0,0,0,51.08,26.060000000000002,55,Win
314,Middle Tennessee Blue Raiders,Conference USA,3418,45,1,0,0,0,60.08,37.04,,Win
315,Southern Mississippi Golden Eagles,Conference USA,19888,24,1,0,0,0,64.94,42.08,30,Win
